Genre,S_Lyric,Genre_Index
Hip-Hop,"x2] Zahran ana wahdee Leelah warra leelah You meen gheyrak ashkeelah? Hey... I'm speakin to the hood! Splurge,when I'm gettin' my money it's nothin' Always bussin', flows is disgustin' Woah, I'm constantly multiplying my digits Fox the richest, please no pictures Ones, that I be countin' be keepin' me smilin' We out wildin', shout to the island! Dun, I keep it gangsta for all of my soldiers It's so over, keep y'all composure Style, when we want and we love when they hate us Don't debate us, flow's not contagious Foul, we can be if y'all niggas provoke us Buenos noches, do not approach us Floss, till the law say I can't or I'm finished Pour the guinness, I'm a straight menace! Blaow! [Chorus] Know, what I built",1
Country,"Can save me from this darkness Well I hope that someday, buddy We have peace in our lives Together or apart Alone or with our wives That we can stop our whoring And pull the smiles inside And light it up forever And never go to sleep My best unbeaten brother This isn't all I see Oh no I see a darkness Oh no I see a darkness Oh no I see a darkness Oh no I see a darkness And did you know how much I love you Is a hope that somehow you you Can save me from this darkness",0
Country,"By the banks of the river, where the willows hang down, And the wild birds a'warble with a low moaning sound, Down in the hollow where the water runs cold, It was there I first listened, to the lies that you told Now I lie on my bed and I see your sweet face And the past I remember, time can't erase The letter you wrote me, it was written in shame, And I know that your conscience still echos my name Now the nights are so lonely, Lord sorrow runs deep But nothing is worse than these nights without sleep I walk out alone and look at the sky, Too empty to sing, too lonesome to cry If the ladies were blackbirds and the ladies were thrushes,",0
Hip-Hop,It ain't no more to add! Soulo eatin' now! Tell 'em Puff said so!,1
Hip-Hop,"I 62 cause I get the loot, and she's gon' kiss the ring but no wedding Say I ain't trying to pay, for it Man I'm too playa for that Too many bitches in the world right now That'll fuck around and pray for that Say I ain't trying to pay, for it I don't pay for no pussy I won't pay for no pussy And I ain't buyin' no Gucci Say I ain't trying to pay for it I'm a motherfucking G And I should make these bitches pay me Say I ain't trying to pay, for it Hell naw man I'm too throwed Niggas stay getting shows Make a lot of money, never trick to these hoes Clap that ass, bitch, turn up Nigga kill the",1
Hip-Hop,it rain n da mall N da mall n new york Get it man get it man Money by da billa man Leavin no wigga man 50 n a minute man Get it amn get it man kno i gotta get it man Soulja boy started soulja boy finsh man Kenfolk playin on nintendo bloin on dat endo endo Purp out da window kush n da findo Make a nigga get low Soulja boy tellem ya get low folk Sod till day dat i go Reppin 6-6-duece g-d7-4 And u already kno im about fo sho I was born back in 19-9-0 24/7 its ya boy s beezy Killin dis shit make it look so easy My wrist look freezy my jewels look cheesy tol ya bitch to,1
R&B,"get with you Baby having you all to myself Just wasn't like no one else You tried to play me But now I see you shady and I [Profyle] I got a feeling that you're Too shady, just too shady Baby I thought that you'd Change your ways for me I got a feeling that you're Too shady, just too shady Although I wanted you Too shady for me [Profyle] Always claiming that you're this and that But I see through When a playa play a girl That's a fact And I'm your fool baby Now that you know the deal We can still do our thang Only difference is baby let's keep it real [Profyle] I got a feeling that you're Too shady, just too shady Baby",3
Electronic,Kids are united and they will never be divided! [Repeat: x 4] You know that violence is a disease It's going to be a part of our lives and our future if we don't do something against it! But if we put our energies together it could be a very powerful era! Riot sound effects can produce riots Play them in a riot situation and the police will come you'll see! The kids are united and they will never be divided!Play this game right! No difference between black and white! The difference's between young and old! Just pointing out that cuts on a ghetto blaster can be used as a weapon! Fight! United! United ... (all) The game is drawing to a close so it looks as good,2
Hip-Hop,"helped you My punchlines is hot my bars would melt you Ja, you... stuart little, shells will lift you Every other week I'm buyin' a new pistol I clap at yo ass with this chrome 38 And put 6 through yo hat so seven in 3 eights (?) Erv you ain't shug knight you shook light I put my knife in ya wind pipe Then freeze on this turn pike You know and I know who took ya chain You got rolled two times so your ass is lame I'm down to die for this shit all I need is bail You better stick to the movies with segal [Chorus: x2] Yo fuck that I'm tired of these - Industry niggas [unknown] you get out of hand I'm",1
R&B,"obey Sometimes I drift away And take for granted Your never-ending grace Help me to remember your love for me Take me to the river, wash me in Your mercy You're the Father of forgiveness, time after time But still there's something messing with my mind Tell me why I do what I don't wanna do And I don't do what I wanna do Tell me why I do what I don't wanna do Tell me why I do what I don't wanna do Do what You don't want me to Tell me why I do what I don't wanna do Only through you I can do all things that should strengthen me Only through you I can do all things that should strengthen me Only through you",3
Electronic,"you fall? When was it over? Darling, when did you fall? When was it over? Darling, when did you fall? When was it over? Darling, when When did you fall? When was it over?",2
Hip-Hop,"I walked a lonely road before with no one to call Nobody in my sight Now everyone is on that same road, searching for me Trying to stay alive Now they stressed Let me stretch I'm about to flex Now they stressed Let me stretch I'm about to flex Now they stressed Let me stretch I'm about to flex I'm flexin on them I'm flexin on them I'm flexin on them I'm flexin on them Lights on, shining on them, no off switch If you hated on me, I hope that you step in dog shit! My flow is tight and your girl is loose like Rick Ross' skin You can have her back, I'm flexing on 'em Crossfit Bitch I'm mean - I'm a millionaire by 25",1
Hip-Hop,"clothes And where I'm from, these niggas carry mad 44's But be in bitch mode, at any site of any popo's If you a soldier, then nigga play this game with soul Look get your mind right, and leave that bullshit to commodes Peep the words of God, with baggy clothes and fros Everything insist for a purpo', book closed [C-Murder] I be damned if they murder me Until I die, I'll be high when they bury me I never lie, I'm worry free until I rest my soul I resurrect for revenge with my eyes closed I be damned if they murder me Until I die, I'll be high when they bury me I never lie, I'm worry free until I rest my soul I resurrect for",1
